table,field,airtable_type,result_type,logic,proposed_recreation
Asset_detail,Latest_month_dscr,formula,number,{Latest_month_adjusted_NOI}/{Monthly_debt_payment},Postgres generated column or view expression
Asset_detail,Latest_debt_balance,rollup,currency,Investments.[Latest_debt_balance] via link [Investments_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Total_contributed,multipleLookupValues,currency,Investments.[Total_contributed] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Total_cost,formula,currency,{Total_contributed}+{Total_loan_principal},Postgres generated column or view expression
Asset_detail,TTM_DSCR,formula,number,{TTM_adjusted_NOI}/{TTM_debt_payment},Postgres generated column or view expression
Asset_detail,TTM_debt_yield,formula,percent,{TTM_NOI}/{Latest_debt_balance},Postgres generated column or view expression
Asset_detail,TTM_ADR,formula,currency,"IF(ISERROR({TTM_room_revenue}/{TTM_rooms_sold}),0,{TTM_room_revenue}/{TTM_rooms_sold})",Postgres generated column or view expression
Asset_detail,TTM_occupancy_%,formula,percent,"IF(ISERROR({TTM_rooms_sold}/{TTM_available_rooms}),0,{TTM_rooms_sold}/{TTM_available_rooms})",Postgres generated column or view expression
Asset_detail,TTM_RevPar,formula,currency,{TTM_ADR}*{TTM_occupancy_%},Postgres generated column or view expression
Asset_detail,Tax_sale_year,formula,number,"IF({Sale_date}=BLANK(),BLANK(),YEAR({Sale_date}))",Postgres generated column or view expression
Asset_detail,Renovation_plan_start_year,formula,number,"IF({Renovation_plan_start}=BLANK()
,BLANK()
,YEAR({Renovation_plan_start})
)",Postgres generated column or view expression
Asset_detail,TTM_GOP,rollup,currency,Hotel_actuals.[Gross_operating_profit] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,TTM_GOP_%,formula,percent,"IF(ISERROR({TTM_GOP}/{TTM_total_operating_revenue}),0,{TTM_GOP}/{TTM_total_operating_revenue})",Postgres generated column or view expression
Asset_detail,Created_time,createdTime,dateTime,,created_at timestamptz default now()
Asset_detail,Last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Asset_detail,TTM_valuation,multipleLookupValues,currency,Investments.[TTM_valuation] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Valuation_variance,formula,currency, {TTM_valuation}-{Appfolio_valuation},Postgres generated column or view expression
Asset_detail,TTM_cap_rate,multipleLookupValues,percent,Investments.[Latest_cap_rate] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,YTD_rooms_sold,rollup,number,Hotel_actuals.[Occupied_rooms] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_available_rooms,rollup,number,Hotel_actuals.[Available_rooms] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_occupancy_%,formula,percent,"IF(ISERROR({YTD_rooms_sold}/{YTD_available_rooms}),0,{YTD_rooms_sold}/{YTD_available_rooms})",Postgres generated column or view expression
Asset_detail,YTD_room_revenue,rollup,currency,Hotel_actuals.[Rooms_sales] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_ADR,formula,currency,"IF(ISERROR({YTD_room_revenue}/{YTD_rooms_sold}),0,{YTD_room_revenue}/{YTD_rooms_sold})",Postgres generated column or view expression
Asset_detail,YTD_RevPAR,formula,currency,{YTD_occupancy_%}*{YTD_ADR},Postgres generated column or view expression
Asset_detail,TTM_rooms_sold,rollup,number,Hotel_actuals.[Occupied_rooms] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,TTM_available_rooms,rollup,number,Hotel_actuals.[Available_rooms] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,TTM_room_revenue,rollup,currency,Hotel_actuals.[Rooms_sales] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Asset_age,formula,number,"IF({Open_year}=BLANK(),{Open_year},YEAR(TODAY())-{Open_year})",Postgres generated column or view expression
Asset_detail,Rate_reset,multipleLookupValues,date,Investments.[Interest_rate_reset_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,DOS_tenure_years,formula,number,"IF({DOS_hire_date} = BLANK(), BLANK(), DATETIME_DIFF(TODAY(), {DOS_hire_date}, 'Months')/12)",Postgres generated column or view expression
Asset_detail,GM_tenure_years,formula,number,"IF({GM_hire_date} = BLANK(), BLANK(), DATETIME_DIFF(TODAY(), {GM_hire_date}, 'months')/12)",Postgres generated column or view expression
Asset_detail,SM_tenure_years,formula,number,"IF({SM_hire_date} = BLANK(), BLANK(), DATETIME_DIFF(TODAY(), {SM_hire_date}, 'months')/12)",Postgres generated column or view expression
Asset_detail,YTD_Revenue_actual,rollup,currency,Hotel_actuals.[Total_operating_revenue] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_Revenue_budget,rollup,currency,Hotel_budget.[Total_operating_revenue] via link [Hotel_budget_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_GOP_actual,rollup,currency,Hotel_actuals.[Gross_operating_profit] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_GOP_budget,rollup,currency,Hotel_budget.[Gross_operating_profit] via link [Hotel_budget_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Loan_maturity,multipleLookupValues,date,Investments.[Loan_maturity] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Latest_valuation_balance,multipleLookupValues,currency,Investments.[Latest_valuation] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Construction_start_quarter,formula,singleLineText,"IF({Construction_start_date}=BLANK(),BLANK(),""Q""&DATETIME_FORMAT({Construction_start_date},'Q'))",Postgres generated column or view expression
Asset_detail,Construction_start_year,formula,number,"IF({Construction_start_date}=BLANK(),BLANK(),YEAR({Construction_start_date}))",Postgres generated column or view expression
Asset_detail,Construction_start_month,formula,number,"IF({Construction_start_date}=BLANK(),BLANK(),MONTH({Construction_start_date}))",Postgres generated column or view expression
Asset_detail,Renovation_target_year,formula,number,"IF(
  {Renovation_internal_target_end_date}=BLANK(),
  BLANK(),
  YEAR({Renovation_internal_target_end_date})
)",Postgres generated column or view expression
Asset_detail,Renovation_target_quarter,formula,singleLineText,"IF({Renovation_internal_target_end_date}=BLANK(),BLANK(),""Q""&DATETIME_FORMAT(({Renovation_internal_target_end_date}),'Q'))",Postgres generated column or view expression
Asset_detail,Renovation_target_month,formula,number,"IF({Renovation_internal_target_end_date}=BLANK(),BLANK(),MONTH({Renovation_internal_target_end_date})
)",Postgres generated column or view expression
Asset_detail,Brand_renovation_due_date_year,formula,number,"IF(ISERROR(YEAR({PIP_brand_renovation_due_date})),BLANK(),YEAR({PIP_brand_renovation_due_date}))",Postgres generated column or view expression
Asset_detail,Hotel_franchise,multipleLookupValues,multipleRecordLinks,Investments.[Hotel_franchise] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Latest_forecast_date,rollup,date,Hotel_forecast.[Forecast_date] via link [Hotel_forecast_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Clickup_asset_naming,formula,singleLineText,"{Asset_number}&"" - ""&{Franchise_acronym}&"" ""&{Market}",Postgres generated column or view expression
Asset_detail,Franchise_acronym,multipleLookupValues,singleLineText,Hotel_brand_metrics.[Franchise_acronym] via link [Hotel_brand_metrics_link],JOIN to the linked table in a view (returns array)
Asset_detail,Remaining_franchise_term_years,formula,number,"IF({Franchise_expiration}=BLANK(),BLANK(),DATETIME_DIFF({Franchise_expiration},TODAY(),'months')/12)",Postgres generated column or view expression
Asset_detail,Total_loan_principal,multipleLookupValues,currency,Investments.[Total_loan_principal] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Reporting_category,multipleLookupValues,multipleSelects,Investments.[Reporting_category] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Latest_STR_28_day_trend_date,rollup,date,STR_28_day_trend.[End_date] via link [STR_28_day_trend_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Latest_STR_weekly_trend_date,rollup,date,STR_weekly_data.[End_date] via link [STR_weekly_data_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Latest_month_adjusted_NOI,rollup,currency,Hotel_actuals.[Adjusted_NOI] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Operating_balance,multipleLookupValues,currency,Investments.[Operating_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Reserve_balance,multipleLookupValues,currency,Investments.[Reserve_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Latest_str_actuals_date,rollup,date,STR_actuals.[Date] via link [STR_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_NOI,rollup,currency,Hotel_actuals.[EBITDA_NOI] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,YTD_cash_flow,formula,currency,{YTD_NOI}- {Annual_debt_service},Postgres generated column or view expression
Asset_detail,YTD_distributions,multipleLookupValues,currency,Investments.[2026_distributions] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Debt_per_key,multipleLookupValues,currency,Investments.[Debt_per_key] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Market_valuation,multipleLookupValues,currency,Investments.[Latest_valuation] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Market_value_per_key,multipleLookupValues,currency,Investments.[Value_per_key] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Supply_ttm,rollup,number,STR_actuals.[Supply] via link [STR_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Demand_ttm,rollup,number,STR_actuals.[Demand] via link [STR_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,Revenue_ttm,rollup,currency,STR_actuals.[Revenue] via link [STR_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,ADR_TTM,formula,currency, {Revenue_ttm} / {Demand_ttm} ,Postgres generated column or view expression
Asset_detail,Occupancy_TTM,formula,percent,{Demand_ttm} / {Supply_ttm},Postgres generated column or view expression
Asset_detail,RevPAR_TTM,formula,currency,{Revenue_ttm} / {Supply_ttm},Postgres generated column or view expression
Asset_detail,Annual_debt_service,rollup,currency,Hotel_actuals.[Monthly_debt_payment_manual_input] via link [Hotel_actuals_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Asset_detail,EBITDA_actuals_fcst_bud_2026,multipleLookupValues,currency,Investments.[2026_NOI_Act+Fcst+Bud] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Annual_debt_payment,multipleLookupValues,currency,Investments.[annual_debt_payment] via link [Investments_link],JOIN to the linked table in a view (returns array)
Asset_detail,Cashflow_Payment_type,rollup,singleLineText,Cash_flow_tracking.[Payment_type] via link [Cash_flow_tracking],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investments_market_value,Investments_market_value_id,formula,singleLineText,"{Investments_link}&"" - ""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Investments_market_value,Contributed_capital,multipleLookupValues,currency,Investments.[Total_contributed] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Investment_status,multipleLookupValues,singleSelect,Investments.[Investment_status] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,TTM_adjusted_NOI,multipleLookupValues,currency,Investments.[Adj_TTM_NOI] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,TTM_valuation,formula,currency,{TTM_adjusted_NOI}/{Cap_rate},Postgres generated column or view expression
Investments_market_value,TTM_vs_market_value,formula,currency,{TTM_valuation}-{Market_value},Postgres generated column or view expression
Investments_market_value,Latest_cap_rate_date,multipleLookupValues,date,Investments.[Latest_cap_rate_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Latest_cap_rate,formula,percent,"IF({Latest_cap_rate_date}={Date},{Cap_rate},BLANK())",Postgres generated column or view expression
Investments_market_value,Latest_valuation_date,multipleLookupValues,date,Investments.[Latest_valuation_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Latest_valuation,formula,currency,"IF({Date}={Latest_valuation_date},{Market_value})",Postgres generated column or view expression
Investments_market_value,Cash_flow,multipleLookupValues,currency,Investments.[TTM_cash_flow] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Latest_debt_balance,multipleLookupValues,currency,Investments.[Latest_debt_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Net_equity_market_value,formula,currency,{Appfolio_value}-{Latest_debt_balance},Postgres generated column or view expression
Investments_market_value,Room_count,multipleLookupValues,number,Investments.[Room_count] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,LTV,multipleLookupValues,percent,Investments.[LTV] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Value_per_key,multipleLookupValues,currency,Investments.[Value_per_key] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,TTM_value_per_key,formula,number,{TTM_valuation}/{Room_count},Postgres generated column or view expression
Investments_market_value,TTM_vs_market_value_per_key,formula,currency,{TTM_value_per_key}-{Value_per_key},Postgres generated column or view expression
Investments_market_value,TTM_LTV,formula,percent,{Latest_debt_balance}/{TTM_valuation},Postgres generated column or view expression
Investments_market_value,Debt_per_key,formula,currency,{Latest_debt_balance}/{Room_count},Postgres generated column or view expression
Investments_market_value,Net_equity_per_key_market_value,formula,currency,{Net_equity_market_value}/{Room_count},Postgres generated column or view expression
Investments_market_value,Net_equity_per_key_TTM,formula,currency,({TTM_valuation}-{Latest_debt_balance})/{Room_count},Postgres generated column or view expression
Investments_market_value,TTM_vs_market_LTV_variance,formula,percent,{TTM_LTV}- {LTV},Postgres generated column or view expression
Investments_market_value,Net_equity_TTM,formula,currency,"{TTM_valuation}-{Latest_debt_balance}
",Postgres generated column or view expression
Investments_market_value,Hotel_brand,multipleLookupValues,multipleRecordLinks,Investments.[Hotel_franchise] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Asset_number,multipleLookupValues,singleLineText,Investments.[Asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Est_PIP_cost,multipleLookupValues,currency,Investments.[Est_PIP_cost] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,TTM_valuation_variance,multipleLookupValues,currency,Investments.[TTM_valuation_variance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Implied_cap_rate_TTM,multipleLookupValues,percent,Investments.[Implied_cap_rate_TTM] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Latest_debt_balance_date,multipleLookupValues,date,Investments.[Latest_debt_balance_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Renovation_plan_target_end_date,multipleLookupValues,date,Investments.[Renovation_internal_target_end_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Asset_age,multipleLookupValues,number,Investments.[Asset_age] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Appfolio_value_per_key,formula,currency,{Appfolio_value}/{Room_count},Postgres generated column or view expression
Investments_market_value,Est_PIP_cost_per_key,multipleLookupValues,currency,Investments.[Est_PIP_cost_per_key] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investments_market_value,Remaining_franchise_term_years,multipleLookupValues,number,Investments.[Remaining_franchise_term_years] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investment_positions,Investment_positions_id,formula,singleLineText,"
{Investment_id}&""_""&{Investing_entities_link}",Postgres generated column or view expression
Investment_positions,Distributions_rollup,rollup,currency,Distributions.[Amount] via link [Distributions_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Reporting_category_breakdown,multipleLookupValues,singleSelect,Investing_entities.[Reporting_category_breakdown] via link [Investing_entities_link],JOIN to the linked table in a view (returns array)
Investment_positions,Created_time,createdTime,dateTime,,created_at timestamptz default now()
Investment_positions,Last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Investment_positions,Last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Investment_positions,L1_ownership_percentage_rollup,rollup,percent,Investment_positions.[L1_ownership_percentage] via link [L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,L2_net_ownership_percentage,formula,percent,({L1_ownership_percentage}*{L1_ownership_percentage_rollup}),Postgres generated column or view expression
Investment_positions,AP_FamCo_ownership_flowthrough,formula,percent,{AP_FamCo_ownership_L2}+{AP_FamCo_ownership_L3},Postgres generated column or view expression
Investment_positions,SP_FamCo_ownership_flowthrough,formula,percent,{SP_FamCo_ownership_L2}+{SP_FamCo_ownership_L3},Postgres generated column or view expression
Investment_positions,L2_ownership_percentage_rollup,rollup,percent,Investment_positions.[L1_ownership_percentage] via link [L3_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,L3_net_ownership_percentage,formula,percent,({L1_ownership_percentage}*{L2_ownership_percentage_rollup}),Postgres generated column or view expression
Investment_positions,AP_FamCo_ownership_L2,rollup,percent,Investment_positions.[L2_net_ownership_percentage] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,SP_FamCo_ownership_L2,rollup,percent,Investment_positions.[L2_net_ownership_percentage] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,AP_FamCo_ownership_L3_helper,rollup,percent,Investment_positions.[L3_net_ownership_percentage] via link [From field: L3_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,SP_FamCo_ownership_L3_helper,rollup,percent,Investment_positions.[L3_net_ownership_percentage] via link [From field: L3_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Associated_asset_number,multipleLookupValues,singleLineText,Investments.[Associated_asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Investment_positions,Founders_Fund_ownership_L2,rollup,percent,Investment_positions.[L2_net_ownership_percentage] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Witness_external_ownership_flowthrough,formula,percent,{Witness_external_ownership_L2}+ {Witness_external_ownership_L3},Postgres generated column or view expression
Investment_positions,Witness_external_ownership_L2,rollup,percent,Investment_positions.[L2_net_ownership_percentage] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Witness_external_ownership_L3_helper,rollup,percent,Investment_positions.[L3_net_ownership_percentage] via link [From field: L3_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,AP_FamCo_ownership_L3,rollup,percent,Investment_positions.[AP_FamCo_ownership_L3_helper] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,SP_FamCo_ownership_L3,rollup,percent,Investment_positions.[SP_FamCo_ownership_L3_helper] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Witness_external_ownership_L3,rollup,percent,Investment_positions.[Witness_external_ownership_L3_helper] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Founders_fund_ownership_flowthrough,formula,percent,{Founders_Fund_ownership_L2}+{Founders_fund_ownership_L3},Postgres generated column or view expression
Investment_positions,Founders_fund_ownership_L3_helper,rollup,percent,Investment_positions.[L3_net_ownership_percentage] via link [From field: L3_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Investment_positions,Founders_fund_ownership_L3,rollup,percent,Investment_positions.[Founders_fund_ownership_L3_helper] via link [From field: L2_ownership_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Distributions,Distributions_id,formula,singleLineText,"{Investment_positions_link_helper}&""_""&{Ref}",Postgres generated column or view expression
Distributions,Month_number,formula,number,MONTH({Effective Date}),Postgres generated column or view expression
Distributions,Year,formula,number,YEAR({Effective Date}),Postgres generated column or view expression
Distributions,Quarter,formula,singleLineText,"LEFT({Period},2)",Postgres generated column or view expression
Distributions,Investment_positions_link_helper,formula,singleLineText,"REGEX_REPLACE(CONCATENATE({Investments_link},""_"",{Investing_entities_link}), '""', """")",Postgres generated column or view expression
Distributions,Ref,autoNumber,,,bigserial / row_number() — usually drop
Distributions,Cash_flow_distribution,formula,currency,"IF({Source}=""Cash Flow"",{Amount},0)",Postgres generated column or view expression
Distributions,Sale_of_property_distribution,formula,currency,"IF({Source}=""Sale of Property"",{Amount},0)",Postgres generated column or view expression
Distributions,KV_FamCo,multipleLookupValues,singleSelect,Investment_positions.[Reporting_category_breakdown] via link [Investment_positions_link],JOIN to the linked table in a view (returns array)
Distributions,Last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Distributions,Last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Distributions,FamCo_family_unit,multipleLookupValues,,?.[None] via link [Investing_entities_link],JOIN to the linked table in a view (returns array)
Distributions,Ownership %,multipleLookupValues,percent,Investment_positions.[L1_ownership_percentage] via link [Investment_positions_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Cash_accounts_id,formula,singleLineText,"{Investments_link}&"" - ""&{Lenders_link}&"" ""&{Cash_account_subclass}",Postgres generated column or view expression
Cash_accounts,Asset_number,multipleLookupValues,singleLineText,Investments.[Asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Latest_cash_balance,rollup,currency,Cash_balance_input.[Latest_balance] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,Reserve_balance,rollup,currency,Cash_balance_input.[Latest_balance] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,Asset_subclass,multipleLookupValues,singleSelect,Investments.[Asset_subclass] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Operating_target_balance,multipleLookupValues,currency,Investments.[Target_operating_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Reserve_target_balance,multipleLookupValues,currency,Investments.[Target_reserve_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Latest_balance_date,rollup,date,Cash_balance_input.[Date] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,Quarter_end_cash_balance,rollup,currency,Cash_balance_input.[Balance] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,Cash_balance_variance,formula,currency,"IF(
IF(
  OR({Cash_account_subclass} = ""Operating - PIP"", {Cash_account_subclass} = BLANK()),
    BLANK(),
    IF(
      {Cash_account_subclass} = ""Operating"",

        {Latest_cash_balance} - {Operating_target_balance},
        IF(
        OR({Cash_account_subclass} = ""Reserve"", {Cash_account_subclass} = ""Reserve-Holding""),
          {Latest_cash_balance} - {Reserve_target_balance},
          BLANK()
      )
    )
) <0
,BLANK(),
IF(
  OR({Cash_account_subclass} = ""Operating - PIP"", {Cash_account_subclass} = BLANK()),
    BLANK(),
    IF(
      {Cash_account_subclass} = ""Operating"",

        {Latest_cash_balance} - {Operating_target_balance},
        IF(
        OR({Cash_account_subclass} = ""Reserve"", {Cash_account_subclass} = ""Reserve-Holding""),
          {Latest_cash_balance} - {Reserve_target_balance},
          BLANK()
      )
    )
)
)",Postgres generated column or view expression
Cash_accounts,Operating_balance,rollup,currency,Cash_balance_input.[Latest_balance] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,Operating_balance_variance,formula,currency,{Operating_balance}-{Operating_target_balance},Postgres generated column or view expression
Cash_accounts,Reserve_balance_by_entity,multipleLookupValues,currency,Investments.[Reserve_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Reserve_balance_entity_variance,formula,currency,{Reserve_balance_by_entity}-{Reserve_target_balance},Postgres generated column or view expression
Cash_accounts,Reserve_balance_variance,formula,currency,{Reserve_balance}-{Reserve_target_balance},Postgres generated column or view expression
Cash_accounts,Renovation_plan_target_end_date,multipleLookupValues,date,Investments.[Renovation_internal_target_end_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Est_PIP_cost,multipleLookupValues,currency,Investments.[Est_PIP_cost] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Upcoming_PIP_target_met,formula,singleLineText,"IF(
  AND(
    {PIP_funding_strategy} = ""Cash Flow"",
    {Reserve_balance_by_entity} > {Est_PIP_cost},
    {Time_until_PIP} <= 730,
    {Time_until_PIP} > 0,
    {Time_until_PIP}!= BLANK()
    ),
    ""Yes"",
    IF(
      AND(
        {PIP_funding_strategy} = ""Cash Flow"",
        {Reserve_balance_by_entity} < {Est_PIP_cost},
        {Time_until_PIP} <= 730,
        {Time_until_PIP} > 0,
        {Time_until_PIP}!= BLANK()
      ),
      ""No"",
      """"
    )
)",Postgres generated column or view expression
Cash_accounts,Reserve_to_PIP_variance,formula,currency,"IF({Reserve_last_four}=BLANK()
,BLANK()
,{Reserve_balance_by_entity}-{Est_PIP_cost}
)",Postgres generated column or view expression
Cash_accounts,Investment_status,multipleLookupValues,singleSelect,Investments.[Investment_status] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Cresset_naming_convention,formula,singleLineText,"{Investments_link}&""_""&{Lenders_link}&""_""&{Cash_account_subclass}&""_""&{Account_last_four}",Postgres generated column or view expression
